- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
7113 -1.0000 -0.3333 1.0000 0.6667 -0.6667 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7114 -1.0000 -0.3333 1.0000 0.6667 -0.6667 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7115 -1.0000 -0.3333 1.0000 0.6667 -0.6667 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7116 -1.0000 -0.3333 1.0000 0.6667 -0.6667 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7117 -1.0000 -0.3333 1.0000 0.6667 -0.6667 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7118 -1.0000 -0.3333 1.0000 0.6667 -0.6667 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 391541271.385 373436553.411 157396708.758 18197213.834 181599347.810 32910946.676 94584145.622 94020809.085 129809712.549 132128481.698 19831500.185 -687602.893 2045364.056 1774111.390 8292877.292 6165517.526 -425534.491 4576573.098 9096794.470 10966104.766 1293571.620 85351937.391 41571352.166 22180254.341 17013948.641 100032767.808 99454845.063 12399029.125 
7119 -1.0000 -0.3333 1.0000 0.6667 -0.3333 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7120 -1.0000 -0.3333 1.0000 0.6667 -0.3333 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7121 -1.0000 -0.3333 1.0000 0.6667 -0.3333 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7122 -1.0000 -0.3333 1.0000 0.6667 -0.3333 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7123 -1.0000 -0.3333 1.0000 0.6667 -0.3333 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7124 -1.0000 -0.3333 1.0000 0.6667 -0.3333 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7125 -1.0000 -0.3333 1.0000 0.6667 -0.3333 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 440567818.882 301267193.010 80373076.913 19759962.230 84698745.298 86166162.080 68292192.450 100109806.639 109114629.323 86743271.979 1571716.275 -420140.493 2540777.947 3153178.124 1846152.909 3833804.013 2566870.926 4772210.096 8599967.824 8856075.312 2579923.195 93296539.628 42850945.726 26746645.248 17619825.629 101499174.754 13748366.644 11418209.930 
7126 -1.0000 -0.3333 1.0000 0.6667 0.0000 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7127 -1.0000 -0.3333 1.0000 0.6667 0.0000 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7128 -1.0000 -0.3333 1.0000 0.6667 0.0000 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7129 -1.0000 -0.3333 1.0000 0.6667 0.0000 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7130 -1.0000 -0.3333 1.0000 0.6667 0.0000 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7131 -1.0000 -0.3333 1.0000 0.6667 0.0000 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7132 -1.0000 -0.3333 1.0000 0.6667 0.0000 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 439849425.836 294109838.852 91140504.061 13442235.820 27826581.575 17929656.113 105582910.921 41393604.031 170687616.853 129571242.363 -6303793.155 796350.640 2226910.755 -1965014.650 2019287.225 3579347.809 10230514.389 3707274.618 22703472.755 4799835.399 2608498.160 56853199.322 38779651.831 34587566.324 57307298.014 96615057.540 59567525.767 10900221.639 
7133 -1.0000 -0.3333 1.0000 0.6667 0.3333 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7134 -1.0000 -0.3333 1.0000 0.6667 0.3333 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7135 -1.0000 -0.3333 1.0000 0.6667 0.3333 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7136 -1.0000 -0.3333 1.0000 0.6667 0.3333 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7137 -1.0000 -0.3333 1.0000 0.6667 0.3333 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7138 -1.0000 -0.3333 1.0000 0.6667 0.3333 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7139 -1.0000 -0.3333 1.0000 0.6667 0.3333 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 357386938.712 402728908.872 36831449.472 47023226.928 30303248.686 22124581.417 133295001.300 30593329.727 104544503.326 125783459.181 7624185.807 2344986.423 5763758.263 2133498.773 2067085.657 5726050.947 9123172.392 17750858.866 8702417.128 5442662.970 1408077.954 45998195.928 24571385.143 41760720.955 13172398.345 19108451.797 78731567.123 13737335.708 
7140 -1.0000 -0.3333 1.0000 0.6667 0.6667 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7141 -1.0000 -0.3333 1.0000 0.6667 0.6667 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7142 -1.0000 -0.3333 1.0000 0.6667 0.6667 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7143 -1.0000 -0.3333 1.0000 0.6667 0.6667 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7144 -1.0000 -0.3333 1.0000 0.6667 0.6667 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7145 -1.0000 -0.3333 1.0000 0.6667 0.6667 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1162196966.703 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7146 -1.0000 -0.3333 1.0000 0.6667 0.6667 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1566439741.676 2453335708.104 424398736.992 431482700.259 271216537.827 525757998.146 181844511.842 767101823.287 1146465874.532 774061766.422 -17022342.567 151257068.377 -3813195.462 50724113.444 363516427.830 204434273.445 324622027.031 252458818.681 650498620.520 -24979726.552 280503621.566 283729084.275 537369478.383 776241353.963 226144171.287 87510775.059 434971002.132 393012870.468 
7147 -1.0000 -0.3333 1.0000 0.6667 1.0000 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7148 -1.0000 -0.3333 1.0000 0.6667 1.0000 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7149 -1.0000 -0.3333 1.0000 0.6667 1.0000 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7150 -1.0000 -0.3333 1.0000 0.6667 1.0000 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7151 -1.0000 -0.3333 1.0000 0.6667 1.0000 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7152 -1.0000 -0.3333 1.0000 0.6667 1.0000 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7153 -1.0000 -0.3333 1.0000 0.6667 1.0000 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 1358452816.229 1456906969.905 64460956.960 78487838.727 145360505.897 160287889.448 194428596.286 303511243.658 618964163.853 746674548.439 4656747.277 2461170.596 89257677.632 27996432.610 31093265.269 18303798.965 71353373.635 50356174.267 114334632.515 41982629.212 8094145.912 861904063.584 477762517.037 456404672.096 53648685.187 43114290.126 99031551.502 220961382.641 
7154 -1.0000 -0.3333 1.0000 1.0000 -1.0000 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7155 -1.0000 -0.3333 1.0000 1.0000 -1.0000 -0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7156 -1.0000 -0.3333 1.0000 1.0000 -1.0000 -0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7157 -1.0000 -0.3333 1.0000 1.0000 -1.0000 0.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7158 -1.0000 -0.3333 1.0000 1.0000 -1.0000 0.3333 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7159 -1.0000 -0.3333 1.0000 1.0000 -1.0000 0.6667 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7160 -1.0000 -0.3333 1.0000 1.0000 -1.0000 1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 443122690.013 355627497.811 211275306.547 69219460.934 89496092.683 34370918.188 74751097.943 109700124.733 144994069.753 80558355.536 -6485777.268 -1124274.920 2674959.866 4830252.111 2874259.624 3258883.064 -1927237.717 5550039.921 8674422.650 3922714.403 1422713.335 72068802.329 32595842.162 24687769.406 12621748.258 77325849.722 98775007.725 11663201.376 
7161 -1.0000 -0.3333 1.0000 1.0000 -0.6667 -1.0000 1348460438.657 1362913924.196 672389946.011 408762346.744 627251140.414 446727165.021 926209405.749 524261111.335 523889566.096 1008766758.048 374834071.057 257627188.005 105668640.661 47496533.109 62726687.956 30988329.068 167981638.922 33154546.553 128294253.015 85815116.692 3006912.327 -2490274.857 2849704.763 -1831268.696 -677753.348 3356491.050 3712442.960 4058725.802 7890338.637 57419781.105 1480152.214 79748479.335 38367401.533 32471639.364 13749719.389 123298210.515 16063089.448 10558923.881 
