- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
547 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 -0.6667 -641.650 -591.100 -1413.500 -1452.500 -1312.000 -1095.125 -1295.800 -1131.200 -641.650 -591.100 -1413.500 -1452.500 -1312.000 -1095.125 -1295.800 -1131.200 -641.650 -591.100 -1446.000 -1517.335 -1450.665 -1219.125 -916.250 -1723.750 -908.800 -1189.700 -1448.200 -1413.500 -1452.500 -947.700 -625.400 -711.300 -1312.000 -1095.125 -1295.800 -1131.200 
548 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 -0.3333 -632.000 -592.300 -1489.665 -1213.835 -1068.875 -967.750 -795.400 -783.500 -632.000 -592.300 -1489.665 -1213.835 -1068.875 -967.750 -795.400 -783.500 -632.000 -592.300 -1210.165 -1229.335 -1423.665 -1051.625 -947.625 -976.750 -796.400 -826.200 -885.800 -1489.665 -1213.835 -662.450 -664.050 -703.300 -1068.875 -967.750 -795.400 -783.500 
549 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 0.0000 -752.500 -622.150 -1271.665 -1363.665 -1050.125 -958.000 -821.300 -840.600 -752.500 -622.150 -1271.665 -1363.665 -1050.125 -958.000 -821.300 -840.600 -752.500 -622.150 -1302.835 -1263.835 -1410.500 -1027.250 -1024.500 -1017.375 -839.600 -843.700 -881.800 -1271.665 -1363.665 -727.350 -683.650 -769.850 -1050.125 -958.000 -821.300 -840.600 
550 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 0.3333 -738.350 -699.500 -1261.335 -1335.665 -1020.375 -1001.625 -790.600 -845.200 -738.350 -699.500 -1261.335 -1335.665 -1020.375 -1001.625 -790.600 -845.200 -738.350 -699.500 -1202.665 -1628.500 -1272.165 -1012.750 -989.000 -1065.875 -790.400 -819.200 -782.400 -1261.335 -1335.665 -754.800 -747.000 -731.150 -1020.375 -1001.625 -790.600 -845.200 
551 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 0.6667 -799.850 -638.200 -1209.665 -1243.000 -938.750 -944.250 -797.400 -869.800 -799.850 -638.200 -1209.665 -1243.000 -938.750 -944.250 -797.400 -869.800 -799.850 -638.200 -1260.500 -1603.835 -1298.835 -1021.625 -963.250 -1015.250 -813.400 -831.900 -840.600 -1209.665 -1243.000 -649.150 -671.950 -730.700 -938.750 -944.250 -797.400 -869.800 
552 -1.0000 -1.0000 -0.6667 0.3333 -0.6667 1.0000 -704.750 -628.950 -1247.000 -1241.165 -992.250 -1040.125 -854.600 -798.700 -704.750 -628.950 -1247.000 -1241.165 -992.250 -1040.125 -854.600 -798.700 -704.750 -628.950 -1289.500 -1951.665 -1440.835 -983.125 -1043.125 -982.500 -817.800 -982.900 -857.800 -1247.000 -1241.165 -635.050 -658.100 -754.400 -992.250 -1040.125 -854.600 -798.700 
553 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 -1.0000 -498.550 -476.500 -1503.165 -2111.165 -1106.500 -954.250 -862.100 -954.100 -498.550 -476.500 -1503.165 -2111.165 -1106.500 -954.250 -862.100 -954.100 -498.550 -476.500 -1407.500 -1524.500 -1354.335 -918.375 -1139.250 -1186.625 -914.300 -1358.200 -943.500 -1503.165 -2111.165 -508.650 -534.050 -487.450 -1106.500 -954.250 -862.100 -954.100 
554 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 -0.6667 -473.300 -502.200 -1891.500 -1734.500 -1375.750 -1470.625 -840.600 -964.200 -473.300 -502.200 -1891.500 -1734.500 -1375.750 -1470.625 -840.600 -964.200 -473.300 -502.200 -1436.835 -1550.665 -1748.500 -1154.625 -1261.750 -1193.000 -1055.300 -1097.400 -991.800 -1891.500 -1734.500 -527.950 -486.000 -534.100 -1375.750 -1470.625 -840.600 -964.200 
555 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 -0.3333 -710.650 -782.300 -1200.000 -1441.665 -919.125 -1250.000 -1032.800 -1275.600 -710.650 -782.300 -1200.000 -1441.665 -919.125 -1250.000 -1032.800 -1275.600 -710.650 -782.300 -1499.165 -1930.335 -1451.335 -913.000 -921.625 -1169.750 -1383.200 -1259.800 -1292.600 -1200.000 -1441.665 -727.150 -703.750 -675.000 -919.125 -1250.000 -1032.800 -1275.600 
556 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 0.0000 -692.750 -637.450 -1585.335 -1601.500 -952.875 -967.250 -842.100 -824.600 -692.750 -637.450 -1585.335 -1601.500 -952.875 -967.250 -842.100 -824.600 -692.750 -637.450 -1381.665 -1272.500 -1281.835 -998.875 -962.875 -980.375 -805.300 -811.800 -872.100 -1585.335 -1601.500 -641.400 -676.350 -739.550 -952.875 -967.250 -842.100 -824.600 
557 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 0.3333 -643.650 -739.000 -1200.000 -1435.665 -1109.500 -975.750 -809.600 -838.600 -643.650 -739.000 -1200.000 -1435.665 -1109.500 -975.750 -809.600 -838.600 -643.650 -739.000 -1400.335 -1311.835 -1317.000 -1246.750 -1098.500 -975.625 -807.700 -944.400 -794.000 -1200.000 -1435.665 -594.050 -587.650 -663.350 -1109.500 -975.750 -809.600 -838.600 
558 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 0.6667 -778.250 -674.900 -1386.665 -1212.335 -936.125 -989.375 -831.800 -881.000 -778.250 -674.900 -1386.665 -1212.335 -936.125 -989.375 -831.800 -881.000 -778.250 -674.900 -1268.835 -1239.000 -1293.000 -1014.625 -1084.750 -1074.625 -841.200 -932.500 -845.100 -1386.665 -1212.335 -684.150 -750.700 -799.600 -936.125 -989.375 -831.800 -881.000 
559 -1.0000 -1.0000 -0.6667 0.3333 -0.3333 1.0000 -701.300 -667.250 -1280.835 -1218.335 -1048.250 -985.500 -875.000 -785.700 -701.300 -667.250 -1280.835 -1218.335 -1048.250 -985.500 -875.000 -785.700 -701.300 -667.250 -1342.165 -1292.835 -1259.665 -1082.000 -1086.000 -997.250 -866.600 -809.900 -830.200 -1280.835 -1218.335 -680.350 -692.600 -771.650 -1048.250 -985.500 -875.000 -785.700 
560 -1.0000 -1.0000 -0.6667 0.3333 0.0000 -1.0000 -482.650 -502.600 -1402.665 -1540.835 -1062.250 -1145.000 -811.400 -897.100 -482.650 -502.600 -1402.665 -1540.835 -1062.250 -1145.000 -811.400 -897.100 -482.650 -502.600 -1797.665 -1290.835 -1325.335 -1038.750 -1139.000 -1206.500 -896.000 -908.700 -907.800 -1402.665 -1540.835 -497.000 -568.050 -565.900 -1062.250 -1145.000 -811.400 -897.100 
561 -1.0000 -1.0000 -0.6667 0.3333 0.0000 -0.6667 -497.450 -564.450 -1401.335 -1452.165 -1267.500 -1143.875 -1097.800 -900.300 -497.450 -564.450 -1401.335 -1452.165 -1267.500 -1143.875 -1097.800 -900.300 -497.450 -564.450 -1599.165 -1388.500 -1657.665 -1008.250 -962.625 -1109.875 -877.000 -878.800 -972.100 -1401.335 -1452.165 -505.900 -553.500 -560.500 -1267.500 -1143.875 -1097.800 -900.300 
562 -1.0000 -1.0000 -0.6667 0.3333 0.0000 -0.3333 -545.000 -495.600 -1691.165 -1882.835 -1057.000 -1225.875 -1076.000 -1279.400 -545.000 -495.600 -1691.165 -1882.835 -1057.000 -1225.875 -1076.000 -1279.400 -545.000 -495.600 -1329.335 -1254.665 -1731.835 -1199.000 -1129.750 -1217.375 -989.000 -974.300 -947.600 -1691.165 -1882.835 -461.100 -512.900 -521.500 -1057.000 -1225.875 -1076.000 -1279.400 
563 -1.0000 -1.0000 -0.6667 0.3333 0.0000 0.0000 -453.200 -446.400 -1200.000 -1207.165 -900.000 -915.500 -723.800 -1073.500 -453.200 -446.400 -1200.000 -1207.165 -900.000 -915.500 -723.800 -1073.500 -453.200 -446.400 -1204.835 -2095.835 -2102.835 -1130.875 -1138.375 -916.375 -838.200 -1442.000 -1620.700 -1200.000 -1207.165 -453.900 -540.450 -898.100 -900.000 -915.500 -723.800 -1073.500 
564 -1.0000 -1.0000 -0.6667 0.3333 0.0000 0.3333 -652.700 -598.200 -1666.835 -1252.665 -1043.250 -966.375 -790.600 -781.100 -652.700 -598.200 -1666.835 -1252.665 -1043.250 -966.375 -790.600 -781.100 -652.700 -598.200 -1406.665 -1219.165 -1257.500 -957.500 -962.125 -952.250 -861.700 -844.600 -806.100 -1666.835 -1252.665 -615.200 -699.100 -709.200 -1043.250 -966.375 -790.600 -781.100 
565 -1.0000 -1.0000 -0.6667 0.3333 0.0000 0.6667 -714.500 -614.750 -1223.665 -1207.165 -948.125 -1038.625 -882.600 -853.700 -714.500 -614.750 -1223.665 -1207.165 -948.125 -1038.625 -882.600 -853.700 -714.500 -614.750 -1297.500 -1238.665 -1290.500 -965.750 -993.750 -935.625 -798.000 -839.100 -853.200 -1223.665 -1207.165 -716.100 -691.300 -700.600 -948.125 -1038.625 -882.600 -853.700 
566 -1.0000 -1.0000 -0.6667 0.3333 0.0000 1.0000 -689.850 -652.550 -1317.000 -1269.500 -981.875 -1031.500 -812.900 -849.700 -689.850 -652.550 -1317.000 -1269.500 -981.875 -1031.500 -812.900 -849.700 -689.850 -652.550 -1225.835 -1404.500 -1291.665 -967.625 -983.000 -1098.750 -822.500 -851.900 -829.200 -1317.000 -1269.500 -570.000 -632.200 -770.600 -981.875 -1031.500 -812.900 -849.700 
567 -1.0000 -1.0000 -0.6667 0.3333 0.3333 -1.0000 -500.600 -496.850 -1466.335 -1458.835 -1012.000 -1241.750 -831.100 -1086.100 -500.600 -496.850 -1466.335 -1458.835 -1012.000 -1241.750 -831.100 -1086.100 -500.600 -496.850 -1215.665 -1293.500 -1758.335 -967.500 -1246.750 -1364.125 -888.200 -901.900 -958.300 -1466.335 -1458.835 -500.600 -528.350 -611.050 -1012.000 -1241.750 -831.100 -1086.100 
568 -1.0000 -1.0000 -0.6667 0.3333 0.3333 -0.6667 -479.500 -436.750 -1297.665 -1225.335 -1036.625 -1213.375 -891.300 -851.100 -479.500 -436.750 -1297.665 -1225.335 -1036.625 -1213.375 -891.300 -851.100 -479.500 -436.750 -1705.835 -1491.165 -1715.335 -1175.250 -1098.750 -1060.750 -882.600 -839.000 -1161.800 -1297.665 -1225.335 -537.700 -496.000 -616.850 -1036.625 -1213.375 -891.300 -851.100 
569 -1.0000 -1.0000 -0.6667 0.3333 0.3333 -0.3333 -528.750 -528.900 -1258.835 -1230.335 -1036.125 -1299.375 -899.700 -1043.200 -528.750 -528.900 -1258.835 -1230.335 -1036.125 -1299.375 -899.700 -1043.200 -528.750 -528.900 -1347.665 -1227.335 -1348.835 -1141.250 -1051.750 -1176.250 -963.000 -840.500 -943.200 -1258.835 -1230.335 -525.700 -580.750 -554.350 -1036.125 -1299.375 -899.700 -1043.200 
570 -1.0000 -1.0000 -0.6667 0.3333 0.3333 0.0000 -527.150 -558.250 -1432.165 -1432.335 -1080.625 -1009.500 -1000.500 -955.900 -527.150 -558.250 -1432.165 -1432.335 -1080.625 -1009.500 -1000.500 -955.900 -527.150 -558.250 -1823.165 -1254.000 -1688.500 -1013.375 -1006.000 -995.000 -910.900 -924.400 -888.500 -1432.165 -1432.335 -526.600 -557.300 -586.850 -1080.625 -1009.500 -1000.500 -955.900 
571 -1.0000 -1.0000 -0.6667 0.3333 0.3333 0.3333 -527.050 -481.450 -1200.335 -1215.335 -1100.750 -940.000 -863.300 -787.200 -527.050 -481.450 -1200.335 -1215.335 -1100.750 -940.000 -863.300 -787.200 -527.050 -481.450 -1406.335 -1344.835 -1287.835 -1106.500 -1027.125 -1013.625 -870.200 -889.500 -1194.900 -1200.335 -1215.335 -535.750 -539.500 -593.100 -1100.750 -940.000 -863.300 -787.200 
572 -1.0000 -1.0000 -0.6667 0.3333 0.3333 0.6667 -624.250 -569.000 -1686.000 -1254.665 -947.375 -978.750 -841.200 -802.500 -624.250 -569.000 -1686.000 -1254.665 -947.375 -978.750 -841.200 -802.500 -624.250 -569.000 -1338.165 -1332.165 -1332.335 -950.875 -1256.250 -1021.000 -796.000 -852.300 -891.200 -1686.000 -1254.665 -635.850 -592.100 -675.000 -947.375 -978.750 -841.200 -802.500 
573 -1.0000 -1.0000 -0.6667 0.3333 0.3333 1.0000 -633.200 -671.850 -1704.665 -1218.500 -949.625 -978.375 -775.800 -782.900 -633.200 -671.850 -1704.665 -1218.500 -949.625 -978.375 -775.800 -782.900 -633.200 -671.850 -1212.335 -1289.500 -1654.335 -978.000 -1010.875 -1005.375 -824.900 -827.000 -814.600 -1704.665 -1218.500 -642.950 -669.000 -731.100 -949.625 -978.375 -775.800 -782.900 
574 -1.0000 -1.0000 -0.6667 0.3333 0.6667 -1.0000 -494.800 -519.950 -1382.000 -1817.665 -965.750 -1108.000 -795.200 -873.200 -494.800 -519.950 -1382.000 -1817.665 -965.750 -1108.000 -795.200 -873.200 -494.800 -519.950 -1336.335 -1489.000 -1420.000 -1069.750 -1268.125 -1107.750 -961.000 -891.600 -947.400 -1382.000 -1817.665 -521.150 -553.050 -640.600 -965.750 -1108.000 -795.200 -873.200 
575 -1.0000 -1.0000 -0.6667 0.3333 0.6667 -0.6667 -516.050 -531.800 -1206.000 -1330.000 -1412.875 -998.375 -873.900 -796.000 -516.050 -531.800 -1206.000 -1330.000 -1412.875 -998.375 -873.900 -796.000 -516.050 -531.800 -1976.335 -1744.165 -1248.500 -1098.375 -1455.375 -1154.125 -797.300 -848.600 -924.200 -1206.000 -1330.000 -491.850 -526.550 -574.750 -1412.875 -998.375 -873.900 -796.000 
576 -1.0000 -1.0000 -0.6667 0.3333 0.6667 -0.3333 -539.100 -557.850 -1238.165 -1611.500 -1206.375 -968.500 -999.300 -1102.200 -539.100 -557.850 -1238.165 -1611.500 -1206.375 -968.500 -999.300 -1102.200 -539.100 -557.850 -1396.835 -1224.665 -1782.165 -1225.750 -1188.000 -1288.750 -809.600 -919.500 -1030.700 -1238.165 -1611.500 -510.750 -546.950 -551.050 -1206.375 -968.500 -999.300 -1102.200 
577 -1.0000 -1.0000 -0.6667 0.3333 0.6667 0.0000 -500.800 -546.950 -1360.335 -1625.835 -1000.250 -1086.875 -880.700 -852.000 -500.800 -546.950 -1360.335 -1625.835 -1000.250 -1086.875 -880.700 -852.000 -500.800 -546.950 -1413.500 -1336.665 -1843.335 -1130.500 -1395.750 -1043.125 -826.700 -970.800 -884.400 -1360.335 -1625.835 -631.850 -561.300 -622.200 -1000.250 -1086.875 -880.700 -852.000 
578 -1.0000 -1.0000 -0.6667 0.3333 0.6667 0.3333 -605.950 -616.100 -1396.835 -1338.000 -1072.500 -1091.750 -811.300 -944.100 -605.950 -616.100 -1396.835 -1338.000 -1072.500 -1091.750 -811.300 -944.100 -605.950 -616.100 -1364.665 -1289.835 -1489.500 -1070.875 -1089.125 -1173.500 -871.500 -946.700 -838.800 -1396.835 -1338.000 -619.800 -660.350 -707.250 -1072.500 -1091.750 -811.300 -944.100 
579 -1.0000 -1.0000 -0.6667 0.3333 0.6667 0.6667 -582.500 -551.500 -1200.335 -1216.165 -1097.625 -1200.875 -882.500 -908.500 -582.500 -551.500 -1200.335 -1216.165 -1097.625 -1200.875 -882.500 -908.500 -582.500 -551.500 -1208.165 -1256.000 -1227.335 -1011.250 -1248.875 -1352.000 -895.600 -1121.800 -893.000 -1200.335 -1216.165 -634.650 -533.600 -624.450 -1097.625 -1200.875 -882.500 -908.500 
580 -1.0000 -1.0000 -0.6667 0.3333 0.6667 1.0000 -564.300 -561.300 -1200.000 -1303.835 -952.250 -1269.625 -784.500 -809.300 -564.300 -561.300 -1200.000 -1303.835 -952.250 -1269.625 -784.500 -809.300 -564.300 -561.300 -1453.665 -1420.000 -1274.335 -1013.875 -1150.625 -961.250 -805.400 -797.900 -794.600 -1200.000 -1303.835 -568.850 -568.550 -632.750 -952.250 -1269.625 -784.500 -809.300 
581 -1.0000 -1.0000 -0.6667 0.3333 1.0000 -1.0000 -539.150 -559.500 -1289.165 -1419.665 -938.000 -1021.250 -808.100 -823.800 -539.150 -559.500 -1289.165 -1419.665 -938.000 -1021.250 -808.100 -823.800 -539.150 -559.500 -1222.165 -1297.165 -1280.665 -953.750 -1038.000 -1052.875 -1020.900 -865.300 -862.100 -1289.165 -1419.665 -561.650 -562.100 -586.900 -938.000 -1021.250 -808.100 -823.800 
582 -1.0000 -1.0000 -0.6667 0.3333 1.0000 -0.6667 -510.450 -554.250 -1220.665 -1245.335 -1045.375 -1041.500 -848.500 -842.500 -510.450 -554.250 -1220.665 -1245.335 -1045.375 -1041.500 -848.500 -842.500 -510.450 -554.250 -1659.165 -1398.500 -1264.835 -1266.625 -995.750 -1136.125 -860.600 -818.800 -928.300 -1220.665 -1245.335 -561.850 -582.600 -577.200 -1045.375 -1041.500 -848.500 -842.500 
583 -1.0000 -1.0000 -0.6667 0.3333 1.0000 -0.3333 -515.850 -506.950 -1200.000 -1466.165 -1220.375 -1123.250 -871.800 -823.700 -515.850 -506.950 -1200.000 -1466.165 -1220.375 -1123.250 -871.800 -823.700 -515.850 -506.950 -1420.835 -1429.835 -1485.665 -1157.125 -986.625 -1024.750 -909.800 -935.900 -937.700 -1200.000 -1466.165 -590.600 -575.150 -591.400 -1220.375 -1123.250 -871.800 -823.700 
584 -1.0000 -1.0000 -0.6667 0.3333 1.0000 0.0000 -635.100 -582.550 -1289.000 -1525.335 -1079.875 -1035.000 -1031.700 -843.500 -635.100 -582.550 -1289.000 -1525.335 -1079.875 -1035.000 -1031.700 -843.500 -635.100 -582.550 -1550.835 -1212.835 -1631.335 -1008.875 -1150.250 -1130.875 -950.500 -954.900 -839.400 -1289.000 -1525.335 -571.950 -597.900 -628.550 -1079.875 -1035.000 -1031.700 -843.500 
585 -1.0000 -1.0000 -0.6667 0.3333 1.0000 0.3333 -593.550 -609.800 -1344.665 -1375.500 -1294.750 -1081.125 -962.200 -855.000 -593.550 -609.800 -1344.665 -1375.500 -1294.750 -1081.125 -962.200 -855.000 -593.550 -609.800 -1546.165 -1853.835 -1581.000 -974.750 -1016.375 -1195.500 -1003.300 -923.800 -817.100 -1344.665 -1375.500 -617.350 -610.350 -644.600 -1294.750 -1081.125 -962.200 -855.000 
586 -1.0000 -1.0000 -0.6667 0.3333 1.0000 0.6667 -659.000 -689.400 -1387.165 -1231.665 -1188.250 -1076.750 -881.400 -926.300 -659.000 -689.400 -1387.165 -1231.665 -1188.250 -1076.750 -881.400 -926.300 -659.000 -689.400 -1253.500 -1373.835 -1306.835 -990.500 -1100.250 -1268.875 -905.700 -947.600 -937.600 -1387.165 -1231.665 -679.400 -661.850 -639.150 -1188.250 -1076.750 -881.400 -926.300 
587 -1.0000 -1.0000 -0.6667 0.3333 1.0000 1.0000 -646.100 -514.750 -1200.000 -1207.835 -1098.000 -920.000 -723.400 -1196.300 -646.100 -514.750 -1200.000 -1207.835 -1098.000 -920.000 -723.400 -1196.300 -646.100 -514.750 -1201.000 -1489.500 -1347.165 -1160.000 -1106.250 -1130.875 -973.700 -887.200 -776.000 -1200.000 -1207.835 -708.850 -512.200 -710.450 -1098.000 -920.000 -723.400 -1196.300 
588 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 -1.0000 -768.800 -1054.300 -1439.000 -1460.665 -1292.125 -912.875 -1341.300 -1346.200 -768.800 -1054.300 -1439.000 -1460.665 -1292.125 -912.875 -1341.300 -1346.200 -768.800 -1054.300 -1707.665 -1757.500 -1475.665 -1097.375 -948.125 -1826.125 -1046.400 -1081.600 -1386.200 -1439.000 -1460.665 -778.250 -704.200 -758.050 -1292.125 -912.875 -1341.300 -1346.200 
589 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 -0.6667 -698.300 -711.150 -1341.500 -1648.335 -1020.875 -1009.500 -850.300 -848.700 -698.300 -711.150 -1341.500 -1648.335 -1020.875 -1009.500 -850.300 -848.700 -698.300 -711.150 -1314.335 -1222.665 -1291.335 -955.125 -961.250 -1061.875 -859.600 -919.000 -851.700 -1341.500 -1648.335 -725.150 -688.150 -697.400 -1020.875 -1009.500 -850.300 -848.700 
590 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 -0.3333 -754.900 -714.850 -1637.665 -1237.665 -986.875 -1058.125 -781.300 -862.800 -754.900 -714.850 -1637.665 -1237.665 -986.875 -1058.125 -781.300 -862.800 -754.900 -714.850 -1411.835 -1218.165 -1657.665 -968.500 -971.000 -989.500 -899.600 -839.700 -832.100 -1637.665 -1237.665 -756.100 -803.750 -745.550 -986.875 -1058.125 -781.300 -862.800 
591 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 0.0000 -720.900 -677.600 -1205.335 -1251.835 -984.500 -973.375 -814.500 -801.100 -720.900 -677.600 -1205.335 -1251.835 -984.500 -973.375 -814.500 -801.100 -720.900 -677.600 -1468.500 -1262.165 -1297.835 -1024.625 -930.000 -985.375 -831.900 -862.400 -843.100 -1205.335 -1251.835 -751.750 -758.550 -788.750 -984.500 -973.375 -814.500 -801.100 
592 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 0.3333 -859.550 -806.250 -1222.000 -1394.500 -968.750 -993.000 -829.000 -864.900 -859.550 -806.250 -1222.000 -1394.500 -968.750 -993.000 -829.000 -864.900 -859.550 -806.250 -1248.500 -1420.665 -1370.165 -940.250 -1002.375 -1038.000 -850.700 -856.000 -833.900 -1222.000 -1394.500 -771.200 -762.500 -787.650 -968.750 -993.000 -829.000 -864.900 
593 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 0.6667 -725.350 -685.750 -1350.000 -1210.665 -981.000 -1035.750 -878.900 -876.200 -725.350 -685.750 -1350.000 -1210.665 -981.000 -1035.750 -878.900 -876.200 -725.350 -685.750 -1230.500 -1589.335 -1266.165 -1050.000 -956.125 -1010.625 -850.500 -860.600 -933.800 -1350.000 -1210.665 -694.750 -793.750 -858.950 -981.000 -1035.750 -878.900 -876.200 
594 -1.0000 -1.0000 -0.6667 0.6667 -1.0000 1.0000 -770.100 -836.000 -1239.665 -1350.335 -960.250 -978.875 -852.500 -826.000 -770.100 -836.000 -1239.665 -1350.335 -960.250 -978.875 -852.500 -826.000 -770.100 -836.000 -1307.665 -1288.165 -1308.835 -1067.625 -1027.375 -973.000 -808.900 -810.600 -871.900 -1239.665 -1350.335 -762.750 -718.850 -851.550 -960.250 -978.875 -852.500 -826.000 
595 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 -1.0000 -681.950 -500.600 -1816.165 -1741.000 -1204.375 -1181.875 -1093.800 -1233.700 -681.950 -500.600 -1816.165 -1741.000 -1204.375 -1181.875 -1093.800 -1233.700 -681.950 -500.600 -1671.835 -1841.665 -1239.500 -1200.625 -1191.000 -1035.375 -840.400 -1092.700 -1055.000 -1816.165 -1741.000 -593.000 -516.450 -506.050 -1204.375 -1181.875 -1093.800 -1233.700 
596 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 -0.6667 -673.650 -689.900 -1416.500 -1452.500 -1311.875 -1342.250 -973.800 -747.400 -673.650 -689.900 -1416.500 -1452.500 -1311.875 -1342.250 -973.800 -747.400 -673.650 -689.900 -1430.835 -1426.335 -1467.835 -1086.625 -915.625 -1294.625 -1028.000 -1071.900 -1359.500 -1416.500 -1452.500 -782.900 -537.350 -744.900 -1311.875 -1342.250 -973.800 -747.400 
597 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 -0.3333 -654.000 -714.200 -1246.165 -1312.000 -969.500 -952.000 -775.800 -811.700 -654.000 -714.200 -1246.165 -1312.000 -969.500 -952.000 -775.800 -811.700 -654.000 -714.200 -1251.000 -1220.835 -1255.335 -972.750 -978.250 -964.875 -822.600 -815.300 -790.300 -1246.165 -1312.000 -659.100 -733.300 -737.300 -969.500 -952.000 -775.800 -811.700 
598 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 0.0000 -741.950 -760.100 -1249.335 -1793.835 -929.625 -1015.750 -811.800 -883.400 -741.950 -760.100 -1249.335 -1793.835 -929.625 -1015.750 -811.800 -883.400 -741.950 -760.100 -1271.835 -1545.335 -1413.000 -1175.500 -962.125 -967.625 -838.800 -836.700 -846.900 -1249.335 -1793.835 -754.500 -745.750 -712.050 -929.625 -1015.750 -811.800 -883.400 
599 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 0.3333 -656.050 -663.650 -1262.500 -1204.665 -914.000 -920.375 -842.100 -837.900 -656.050 -663.650 -1262.500 -1204.665 -914.000 -920.375 -842.100 -837.900 -656.050 -663.650 -1227.335 -1274.335 -1327.000 -963.625 -973.000 -976.000 -801.300 -858.100 -865.200 -1262.500 -1204.665 -738.600 -777.100 -712.800 -914.000 -920.375 -842.100 -837.900 
600 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 0.6667 -815.950 -736.900 -1418.835 -1425.500 -978.250 -940.500 -821.800 -869.800 -815.950 -736.900 -1418.835 -1425.500 -978.250 -940.500 -821.800 -869.800 -815.950 -736.900 -1314.665 -1300.000 -1257.665 -977.250 -1017.375 -1017.375 -786.400 -859.600 -859.700 -1418.835 -1425.500 -657.250 -794.800 -822.600 -978.250 -940.500 -821.800 -869.800 
601 -1.0000 -1.0000 -0.6667 0.6667 -0.6667 1.0000 -743.500 -682.600 -1201.335 -1282.665 -950.125 -1013.250 -828.000 -862.300 -743.500 -682.600 -1201.335 -1282.665 -950.125 -1013.250 -828.000 -862.300 -743.500 -682.600 -1301.000 -1345.835 -1305.835 -984.500 -987.000 -976.000 -827.500 -846.600 -840.700 -1201.335 -1282.665 -697.450 -805.000 -776.200 -950.125 -1013.250 -828.000 -862.300 
602 -1.0000 -1.0000 -0.6667 0.6667 -0.3333 -1.0000 -480.250 -556.450 -1556.835 -1604.165 -1020.000 -1128.500 -949.800 -806.900 -480.250 -556.450 -1556.835 -1604.165 -1020.000 -1128.500 -949.800 -806.900 -480.250 -556.450 -1444.335 -1416.000 -1465.500 -1085.500 -1025.375 -1071.750 -877.900 -837.100 -1193.600 -1556.835 -1604.165 -505.100 -499.100 -567.500 -1020.000 -1128.500 -949.800 -806.900 
603 -1.0000 -1.0000 -0.6667 0.6667 -0.3333 -0.6667 -512.000 -461.400 -2009.000 -1736.500 -1155.125 -1067.125 -1004.900 -965.600 -512.000 -461.400 -2009.000 -1736.500 -1155.125 -1067.125 -1004.900 -965.600 -512.000 -461.400 -1775.335 -1421.165 -1416.665 -1270.500 -1248.000 -1198.375 -1014.400 -1102.000 -1212.000 -2009.000 -1736.500 -602.300 -530.000 -529.900 -1155.125 -1067.125 -1004.900 -965.600 
