- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
48272 -0.3333 1.0000 -1.0000 0.6667 -0.6667 -1.0000 -835.950 -563.750 -1404.500 -1422.165 -1488.625 -1506.250 -925.700 -1065.100 -835.950 -563.750 -1404.500 -1422.165 -1488.625 -1506.250 -925.700 -1065.100 -835.950 -563.750 -2229.165 -1816.500 -1965.835 -1437.750 -1221.250 -1805.875 -1157.800 -1206.500 -1141.800 -1404.500 -1422.165 -697.550 -581.600 -531.750 -1488.625 -1506.250 -925.700 -1065.100 
48273 -0.3333 1.0000 -1.0000 0.6667 -0.6667 -0.6667 -666.350 -848.150 -1449.335 -1200.000 -1370.375 -1393.500 -1374.500 -1498.800 -666.350 -848.150 -1449.335 -1200.000 -1370.375 -1393.500 -1374.500 -1498.800 -666.350 -848.150 -2032.665 -2624.835 -1796.835 -1759.875 -1789.875 -1968.000 -1149.500 -1089.300 -1145.800 -1449.335 -1200.000 -1054.600 -726.200 -662.050 -1370.375 -1393.500 -1374.500 -1498.800 
48274 -0.3333 1.0000 -1.0000 0.6667 -0.6667 -0.3333 -950.450 -610.200 -1203.835 -1200.000 -1247.125 -1326.250 -1215.600 -991.000 -950.450 -610.200 -1203.835 -1200.000 -1247.125 -1326.250 -1215.600 -991.000 -950.450 -610.200 -1408.500 -1453.000 -1927.165 -1371.875 -1680.875 -1541.875 -1291.700 -1479.900 -1626.000 -1203.835 -1200.000 -1305.700 -1065.200 -1033.800 -1247.125 -1326.250 -1215.600 -991.000 
48275 -0.3333 1.0000 -1.0000 0.6667 -0.6667 0.0000 -784.800 -501.450 -1200.000 -1200.000 -962.625 -1040.250 -1068.800 -853.500 -784.800 -501.450 -1200.000 -1200.000 -962.625 -1040.250 -1068.800 -853.500 -784.800 -501.450 -1200.000 -1235.335 -1384.500 -936.000 -1276.250 -1178.625 -1100.400 -847.400 -1386.500 -1200.000 -1200.000 -875.650 -781.950 -991.000 -962.625 -1040.250 -1068.800 -853.500 
48276 -0.3333 1.0000 -1.0000 0.6667 -0.6667 0.3333 -531.150 -367.700 -1200.000 -1200.000 -900.000 -908.500 -753.800 -754.400 -531.150 -367.700 -1200.000 -1200.000 -900.000 -908.500 -753.800 -754.400 -531.150 -367.700 -1200.000 -1200.665 -1212.500 -900.000 -1110.375 -929.875 -812.100 -720.400 -877.800 -1200.000 -1200.000 -459.100 -500.400 -678.650 -900.000 -908.500 -753.800 -754.400 
48277 -0.3333 1.0000 -1.0000 0.6667 -0.6667 0.6667 -371.700 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.600 -720.000 -371.700 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.600 -720.000 -371.700 -360.000 -1200.000 -1201.165 -1210.165 -900.000 -908.250 -910.375 -720.000 -720.200 -775.800 -1200.000 -1200.000 -361.050 -361.550 -456.450 -900.000 -900.000 -721.600 -720.000 
48278 -0.3333 1.0000 -1.0000 0.6667 -0.6667 1.0000 -364.050 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -364.050 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -364.050 -360.000 -1200.000 -1200.835 -1208.500 -900.000 -909.500 -908.625 -720.000 -720.200 -741.100 -1200.000 -1200.000 -361.000 -360.550 -365.800 -900.000 -900.000 -720.200 -720.000 
48279 -0.3333 1.0000 -1.0000 0.6667 -0.3333 -1.0000 -528.900 -539.850 -1352.335 -1271.665 -1069.750 -1264.875 -1173.800 -1082.400 -528.900 -539.850 -1352.335 -1271.665 -1069.750 -1264.875 -1173.800 -1082.400 -528.900 -539.850 -1657.665 -1649.835 -1473.835 -1297.000 -1452.625 -1128.375 -850.800 -856.700 -1235.600 -1352.335 -1271.665 -621.600 -523.000 -473.000 -1069.750 -1264.875 -1173.800 -1082.400 
48280 -0.3333 1.0000 -1.0000 0.6667 -0.3333 -0.6667 -671.700 -502.550 -1268.500 -1501.000 -947.625 -1194.000 -988.900 -857.700 -671.700 -502.550 -1268.500 -1501.000 -947.625 -1194.000 -988.900 -857.700 -671.700 -502.550 -1794.835 -1554.000 -1555.335 -1479.875 -1567.625 -1396.375 -915.200 -1206.000 -877.700 -1268.500 -1501.000 -632.050 -598.300 -549.950 -947.625 -1194.000 -988.900 -857.700 
48281 -0.3333 1.0000 -1.0000 0.6667 -0.3333 -0.3333 -671.350 -682.050 -1332.500 -1334.335 -1033.500 -1142.750 -1033.000 -815.900 -671.350 -682.050 -1332.500 -1334.335 -1033.500 -1142.750 -1033.000 -815.900 -671.350 -682.050 -1776.665 -2155.500 -2249.665 -1872.250 -1292.375 -1682.875 -898.100 -1139.000 -1169.900 -1332.500 -1334.335 -803.950 -712.450 -648.600 -1033.500 -1142.750 -1033.000 -815.900 
48282 -0.3333 1.0000 -1.0000 0.6667 -0.3333 0.0000 -669.350 -370.300 -1200.000 -1200.000 -900.000 -940.500 -990.100 -720.000 -669.350 -370.300 -1200.000 -1200.000 -900.000 -940.500 -990.100 -720.000 -669.350 -370.300 -1200.000 -1207.500 -1270.665 -962.875 -1031.250 -1123.375 -961.100 -722.900 -1145.200 -1200.000 -1200.000 -665.050 -687.950 -820.350 -900.000 -940.500 -990.100 -720.000 
48283 -0.3333 1.0000 -1.0000 0.6667 -0.3333 0.3333 -369.450 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.700 -720.000 -369.450 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.700 -720.000 -369.450 -360.000 -1200.000 -1200.665 -1208.835 -900.000 -914.375 -914.000 -720.000 -720.200 -755.100 -1200.000 -1200.000 -361.400 -360.600 -456.250 -900.000 -900.000 -721.700 -720.000 
48284 -0.3333 1.0000 -1.0000 0.6667 -0.3333 0.6667 -363.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.300 -720.000 -363.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.300 -720.000 -363.800 -360.000 -1200.000 -1201.000 -1208.335 -900.000 -907.625 -906.125 -720.000 -720.700 -756.600 -1200.000 -1200.000 -361.300 -360.500 -368.500 -900.000 -900.000 -720.300 -720.000 
48285 -0.3333 1.0000 -1.0000 0.6667 -0.3333 1.0000 -364.300 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -364.300 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -364.300 -360.000 -1200.000 -1201.165 -1208.335 -900.000 -905.250 -905.125 -720.000 -721.400 -743.900 -1200.000 -1200.000 -360.800 -360.750 -364.750 -900.000 -900.000 -720.200 -720.000 
48286 -0.3333 1.0000 -1.0000 0.6667 0.0000 -1.0000 -478.850 -449.950 -1200.000 -1204.665 -914.125 -957.500 -762.900 -760.400 -478.850 -449.950 -1200.000 -1204.665 -914.125 -957.500 -762.900 -760.400 -478.850 -449.950 -1200.000 -1669.000 -1304.500 -971.625 -1029.500 -1124.125 -803.300 -845.000 -960.400 -1200.000 -1204.665 -538.000 -451.700 -481.200 -914.125 -957.500 -762.900 -760.400 
48287 -0.3333 1.0000 -1.0000 0.6667 0.0000 -0.6667 -480.150 -443.200 -1200.000 -1247.335 -911.125 -1180.875 -896.100 -720.000 -480.150 -443.200 -1200.000 -1247.335 -911.125 -1180.875 -896.100 -720.000 -480.150 -443.200 -1200.000 -1326.335 -1275.335 -1005.125 -999.250 -1046.125 -720.300 -803.900 -798.600 -1200.000 -1247.335 -610.900 -466.850 -513.850 -911.125 -1180.875 -896.100 -720.000 
48288 -0.3333 1.0000 -1.0000 0.6667 0.0000 -0.3333 -476.000 -489.250 -1200.000 -1200.000 -900.000 -964.125 -871.300 -784.300 -476.000 -489.250 -1200.000 -1200.000 -900.000 -964.125 -871.300 -784.300 -476.000 -489.250 -1307.000 -1285.165 -1268.500 -969.875 -944.375 -1015.875 -723.500 -823.700 -851.400 -1200.000 -1200.000 -539.000 -567.250 -511.600 -900.000 -964.125 -871.300 -784.300 
48289 -0.3333 1.0000 -1.0000 0.6667 0.0000 0.0000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1200.665 -1504.835 -900.000 -1125.000 -1352.125 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.550 -360.000 -630.000 -900.000 -900.000 -900.000 -720.000 
48290 -0.3333 1.0000 -1.0000 0.6667 0.0000 0.3333 -367.300 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.600 -724.000 -367.300 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.600 -724.000 -367.300 -360.000 -1200.000 -1202.835 -1217.835 -900.000 -947.000 -909.250 -720.000 -723.200 -763.500 -1200.000 -1200.000 -367.200 -361.400 -393.350 -900.000 -900.000 -720.600 -724.000 
48291 -0.3333 1.0000 -1.0000 0.6667 0.0000 0.6667 -366.600 -360.000 -1200.000 -1200.000 -900.000 -900.000 -727.900 -720.000 -366.600 -360.000 -1200.000 -1200.000 -900.000 -900.000 -727.900 -720.000 -366.600 -360.000 -1200.000 -1204.165 -1211.500 -900.000 -911.375 -907.500 -720.000 -765.200 -767.600 -1200.000 -1200.000 -364.000 -365.500 -382.850 -900.000 -900.000 -727.900 -720.000 
48292 -0.3333 1.0000 -1.0000 0.6667 0.0000 1.0000 -365.450 -363.250 -1200.000 -1224.500 -900.000 -900.375 -720.900 -720.000 -365.450 -363.250 -1200.000 -1224.500 -900.000 -900.375 -720.900 -720.000 -365.450 -363.250 -1200.000 -1203.165 -1209.665 -900.000 -909.750 -905.875 -737.900 -785.000 -798.600 -1200.000 -1224.500 -361.450 -385.650 -389.300 -900.000 -900.375 -720.900 -720.000 
48293 -0.3333 1.0000 -1.0000 0.6667 0.3333 -1.0000 -467.350 -378.450 -1200.000 -1200.000 -900.000 -1150.750 -771.000 -729.800 -467.350 -378.450 -1200.000 -1200.000 -900.000 -1150.750 -771.000 -729.800 -467.350 -378.450 -1318.165 -1205.165 -1410.165 -904.000 -900.625 -920.875 -726.500 -818.000 -975.900 -1200.000 -1200.000 -560.900 -375.650 -478.800 -900.000 -1150.750 -771.000 -729.800 
48294 -0.3333 1.0000 -1.0000 0.6667 0.3333 -0.6667 -441.950 -362.400 -1200.000 -1211.335 -900.000 -936.625 -771.700 -762.900 -441.950 -362.400 -1200.000 -1211.335 -900.000 -936.625 -771.700 -762.900 -441.950 -362.400 -1200.000 -1200.835 -1225.165 -900.000 -940.125 -950.125 -720.000 -853.700 -909.900 -1200.000 -1211.335 -447.550 -421.600 -518.850 -900.000 -936.625 -771.700 -762.900 
48295 -0.3333 1.0000 -1.0000 0.6667 0.3333 -0.3333 -436.900 -417.650 -1200.000 -1266.500 -900.000 -1120.500 -844.500 -733.600 -436.900 -417.650 -1200.000 -1266.500 -900.000 -1120.500 -844.500 -733.600 -436.900 -417.650 -1205.165 -1268.335 -1350.500 -1072.625 -1067.000 -1020.500 -767.000 -799.300 -1189.600 -1200.000 -1266.500 -487.250 -504.750 -513.200 -900.000 -1120.500 -844.500 -733.600 
48296 -0.3333 1.0000 -1.0000 0.6667 0.3333 0.0000 -620.400 -397.800 -1570.000 -1460.165 -1063.125 -1421.875 -847.100 -864.300 -620.400 -397.800 -1570.000 -1460.165 -1063.125 -1421.875 -847.100 -864.300 -620.400 -397.800 -1528.500 -1869.835 -1504.000 -1144.500 -1029.625 -1360.375 -1143.700 -1044.900 -1411.900 -1570.000 -1460.165 -656.650 -612.750 -650.950 -1063.125 -1421.875 -847.100 -864.300 
48297 -0.3333 1.0000 -1.0000 0.6667 0.3333 0.3333 -529.250 -562.450 -1453.000 -2226.000 -1098.875 -2122.375 -1022.500 -930.200 -529.250 -562.450 -1453.000 -2226.000 -1098.875 -2122.375 -1022.500 -930.200 -529.250 -562.450 -1220.335 -1505.000 -1876.165 -1310.375 -1709.500 -2137.750 -1168.400 -1191.700 -1895.100 -1453.000 -2226.000 -696.300 -679.250 -803.850 -1098.875 -2122.375 -1022.500 -930.200 
48298 -0.3333 1.0000 -1.0000 0.6667 0.3333 0.6667 -450.750 -503.850 -1208.335 -1493.000 -913.375 -946.500 -752.300 -901.100 -450.750 -503.850 -1208.335 -1493.000 -913.375 -946.500 -752.300 -901.100 -450.750 -503.850 -1374.665 -1394.500 -1350.335 -1004.875 -1154.375 -1131.875 -752.200 -836.600 -1051.700 -1208.335 -1493.000 -430.800 -546.350 -591.000 -913.375 -946.500 -752.300 -901.100 
48299 -0.3333 1.0000 -1.0000 0.6667 0.3333 1.0000 -558.400 -544.400 -1259.500 -1361.500 -983.875 -1069.500 -882.500 -961.200 -558.400 -544.400 -1259.500 -1361.500 -983.875 -1069.500 -882.500 -961.200 -558.400 -544.400 -1328.500 -1403.335 -1371.335 -1099.500 -1152.750 -1142.750 -876.400 -997.900 -942.700 -1259.500 -1361.500 -532.750 -583.100 -636.200 -983.875 -1069.500 -882.500 -961.200 
48300 -0.3333 1.0000 -1.0000 0.6667 0.6667 -1.0000 -474.850 -370.500 -1200.000 -1211.835 -900.000 -955.500 -913.900 -737.100 -474.850 -370.500 -1200.000 -1211.835 -900.000 -955.500 -913.900 -737.100 -474.850 -370.500 -1333.500 -1228.335 -1225.835 -913.750 -963.625 -916.750 -760.900 -763.300 -825.000 -1200.000 -1211.835 -477.700 -453.550 -465.850 -900.000 -955.500 -913.900 -737.100 
48301 -0.3333 1.0000 -1.0000 0.6667 0.6667 -0.6667 -491.000 -360.000 -1200.000 -1223.665 -911.000 -1006.625 -890.700 -732.500 -491.000 -360.000 -1200.000 -1223.665 -911.000 -1006.625 -890.700 -732.500 -491.000 -360.000 -1201.835 -1332.500 -1246.165 -989.375 -971.000 -973.625 -772.600 -738.900 -1001.500 -1200.000 -1223.665 -468.150 -409.300 -464.300 -911.000 -1006.625 -890.700 -732.500 
48302 -0.3333 1.0000 -1.0000 0.6667 0.6667 -0.3333 -586.050 -407.600 -1200.000 -1267.500 -920.625 -1039.500 -742.500 -737.400 -586.050 -407.600 -1200.000 -1267.500 -920.625 -1039.500 -742.500 -737.400 -586.050 -407.600 -1961.165 -1397.835 -2567.500 -980.625 -1090.375 -1501.000 -809.300 -805.700 -904.100 -1200.000 -1267.500 -500.600 -476.200 -491.800 -920.625 -1039.500 -742.500 -737.400 
48303 -0.3333 1.0000 -1.0000 0.6667 0.6667 0.0000 -526.100 -467.800 -1200.000 -1437.000 -931.000 -1259.250 -745.800 -883.300 -526.100 -467.800 -1200.000 -1437.000 -931.000 -1259.250 -745.800 -883.300 -526.100 -467.800 -1349.165 -1564.335 -1612.500 -1232.500 -1676.750 -1224.750 -1088.300 -904.700 -1395.300 -1200.000 -1437.000 -518.750 -753.500 -637.350 -931.000 -1259.250 -745.800 -883.300 
48304 -0.3333 1.0000 -1.0000 0.6667 0.6667 0.3333 -905.750 -704.100 -1232.165 -1801.335 -1123.375 -1334.125 -1002.400 -1012.300 -905.750 -704.100 -1232.165 -1801.335 -1123.375 -1334.125 -1002.400 -1012.300 -905.750 -704.100 -1407.000 -1821.500 -1882.000 -1135.250 -1126.500 -1392.125 -1421.700 -1077.700 -1289.400 -1232.165 -1801.335 -518.850 -492.650 -915.400 -1123.375 -1334.125 -1002.400 -1012.300 
48305 -0.3333 1.0000 -1.0000 0.6667 0.6667 0.6667 -564.550 -865.000 -1474.335 -1804.500 -904.000 -1155.125 -1341.600 -1059.400 -564.550 -865.000 -1474.335 -1804.500 -904.000 -1155.125 -1341.600 -1059.400 -564.550 -865.000 -1217.165 -1211.835 -1528.665 -922.750 -932.375 -2019.500 -1063.300 -915.800 -1192.800 -1474.335 -1804.500 -678.600 -922.550 -885.400 -904.000 -1155.125 -1341.600 -1059.400 
48306 -0.3333 1.0000 -1.0000 0.6667 0.6667 1.0000 -602.350 -628.650 -1200.000 -1329.000 -900.000 -1225.625 -984.900 -815.000 -602.350 -628.650 -1200.000 -1329.000 -900.000 -1225.625 -984.900 -815.000 -602.350 -628.650 -1217.500 -1686.500 -1626.835 -1241.500 -1150.375 -1368.750 -942.600 -1151.100 -1109.600 -1200.000 -1329.000 -539.050 -627.050 -601.050 -900.000 -1225.625 -984.900 -815.000 
48307 -0.3333 1.0000 -1.0000 0.6667 1.0000 -1.0000 -397.050 -360.000 -1200.000 -1209.000 -924.000 -914.250 -733.000 -720.000 -397.050 -360.000 -1200.000 -1209.000 -924.000 -914.250 -733.000 -720.000 -397.050 -360.000 -1320.500 -1287.665 -1222.000 -958.625 -975.375 -1063.250 -755.800 -749.300 -849.500 -1200.000 -1209.000 -484.200 -465.750 -385.500 -924.000 -914.250 -733.000 -720.000 
48308 -0.3333 1.0000 -1.0000 0.6667 1.0000 -0.6667 -438.450 -409.900 -1200.000 -1200.000 -900.000 -924.625 -817.800 -720.000 -438.450 -409.900 -1200.000 -1200.000 -900.000 -924.625 -817.800 -720.000 -438.450 -409.900 -1298.000 -1324.000 -1441.500 -1017.750 -1004.250 -937.500 -905.300 -757.800 -1044.700 -1200.000 -1200.000 -419.750 -407.800 -466.100 -900.000 -924.625 -817.800 -720.000 
48309 -0.3333 1.0000 -1.0000 0.6667 1.0000 -0.3333 -499.700 -381.800 -1200.000 -1431.335 -900.000 -1174.500 -896.100 -778.400 -499.700 -381.800 -1200.000 -1431.335 -900.000 -1174.500 -896.100 -778.400 -499.700 -381.800 -1590.500 -1392.665 -1739.835 -930.000 -1248.250 -1341.250 -766.800 -877.900 -1311.100 -1200.000 -1431.335 -484.150 -611.650 -508.950 -900.000 -1174.500 -896.100 -778.400 
48310 -0.3333 1.0000 -1.0000 0.6667 1.0000 0.0000 -538.750 -437.650 -1389.835 -1219.000 -1170.625 -1800.000 -737.700 -720.700 -538.750 -437.650 -1389.835 -1219.000 -1170.625 -1800.000 -737.700 -720.700 -538.750 -437.650 -1398.165 -1591.500 -2201.335 -1434.125 -1769.875 -1506.625 -891.200 -887.100 -1458.400 -1389.835 -1219.000 -657.850 -818.400 -608.950 -1170.625 -1800.000 -737.700 -720.700 
48311 -0.3333 1.0000 -1.0000 0.6667 1.0000 0.3333 -468.450 -454.600 -1445.835 -1555.165 -1401.625 -1385.250 -1234.500 -729.100 -468.450 -454.600 -1445.835 -1555.165 -1401.625 -1385.250 -1234.500 -729.100 -468.450 -454.600 -1626.165 -1423.665 -1408.835 -1526.250 -1620.000 -1605.750 -1238.500 -1379.700 -1324.200 -1445.835 -1555.165 -492.100 -682.250 -591.150 -1401.625 -1385.250 -1234.500 -729.100 
48312 -0.3333 1.0000 -1.0000 0.6667 1.0000 0.6667 -775.250 -591.100 -1328.665 -1357.000 -1506.375 -1293.125 -1223.800 -1219.700 -775.250 -591.100 -1328.665 -1357.000 -1506.375 -1293.125 -1223.800 -1219.700 -775.250 -591.100 -1445.165 -1671.665 -1273.165 -1156.750 -1551.000 -1277.250 -1436.600 -923.100 -1093.900 -1328.665 -1357.000 -856.450 -718.100 -608.000 -1506.375 -1293.125 -1223.800 -1219.700 
48313 -0.3333 1.0000 -1.0000 0.6667 1.0000 1.0000 -673.750 -769.350 -1476.500 -1308.335 -1117.875 -1271.375 -1200.800 -1172.600 -673.750 -769.350 -1476.500 -1308.335 -1117.875 -1271.375 -1200.800 -1172.600 -673.750 -769.350 -1421.665 -1204.500 -2391.335 -1228.750 -1077.250 -1576.875 -1087.700 -1408.600 -928.300 -1476.500 -1308.335 -595.550 -904.200 -893.700 -1117.875 -1271.375 -1200.800 -1172.600 
48314 -0.3333 1.0000 -1.0000 1.0000 -1.0000 -1.0000 -738.950 -893.000 -1502.500 -1343.335 -1411.125 -1352.000 -1212.800 -1004.200 -738.950 -893.000 -1502.500 -1343.335 -1411.125 -1352.000 -1212.800 -1004.200 -738.950 -893.000 -1969.665 -2848.165 -2203.500 -2014.125 -1345.500 -1883.250 -1489.200 -1393.000 -1314.500 -1502.500 -1343.335 -747.950 -835.900 -641.700 -1411.125 -1352.000 -1212.800 -1004.200 
48315 -0.3333 1.0000 -1.0000 1.0000 -1.0000 -0.6667 -1014.250 -730.950 -1200.000 -1357.500 -1532.250 -1902.000 -1404.400 -1074.000 -1014.250 -730.950 -1200.000 -1357.500 -1532.250 -1902.000 -1404.400 -1074.000 -1014.250 -730.950 -2074.500 -2221.665 -2143.000 -1791.250 -1781.000 -1965.000 -1790.400 -1892.500 -1670.200 -1200.000 -1357.500 -1356.850 -1262.800 -1341.800 -1532.250 -1902.000 -1404.400 -1074.000 
48316 -0.3333 1.0000 -1.0000 1.0000 -1.0000 -0.3333 -925.900 -692.350 -1276.835 -1200.000 -1347.125 -1368.875 -1295.900 -1018.500 -925.900 -692.350 -1276.835 -1200.000 -1347.125 -1368.875 -1295.900 -1018.500 -925.900 -692.350 -1222.665 -1528.335 -1921.835 -1566.000 -1628.125 -1703.625 -1347.800 -1719.900 -1567.200 -1276.835 -1200.000 -1208.150 -1162.000 -1203.450 -1347.125 -1368.875 -1295.900 -1018.500 
48317 -0.3333 1.0000 -1.0000 1.0000 -1.0000 0.0000 -873.900 -556.650 -1300.835 -1200.000 -1068.000 -1125.625 -1170.400 -872.700 -873.900 -556.650 -1300.835 -1200.000 -1068.000 -1125.625 -1170.400 -872.700 -873.900 -556.650 -1200.000 -1336.835 -1699.165 -1167.125 -1485.125 -1547.125 -1220.200 -1305.400 -1600.500 -1300.835 -1200.000 -1016.950 -995.850 -1228.050 -1068.000 -1125.625 -1170.400 -872.700 
48318 -0.3333 1.0000 -1.0000 1.0000 -1.0000 0.3333 -764.950 -497.650 -1200.000 -1200.000 -904.375 -974.250 -1057.500 -874.100 -764.950 -497.650 -1200.000 -1200.000 -904.375 -974.250 -1057.500 -874.100 -764.950 -497.650 -1200.000 -1277.500 -1258.500 -1010.125 -1236.625 -1504.000 -1082.700 -1013.500 -1269.900 -1200.000 -1200.000 -912.250 -850.300 -1134.700 -904.375 -974.250 -1057.500 -874.100 
48319 -0.3333 1.0000 -1.0000 1.0000 -1.0000 0.6667 -682.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -850.200 -794.100 -682.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -850.200 -794.100 -682.000 -360.000 -1200.000 -1201.335 -1214.835 -969.375 -1025.375 -1310.875 -870.800 -763.000 -1099.600 -1200.000 -1200.000 -505.250 -746.700 -874.700 -900.000 -900.000 -850.200 -794.100 
48320 -0.3333 1.0000 -1.0000 1.0000 -1.0000 1.0000 -439.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.700 -720.000 -439.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.700 -720.000 -439.800 -360.000 -1200.000 -1202.000 -1213.335 -900.000 -1125.125 -981.375 -760.500 -721.100 -902.500 -1200.000 -1200.000 -377.500 -367.650 -484.800 -900.000 -900.000 -721.700 -720.000 
48321 -0.3333 1.0000 -1.0000 1.0000 -0.6667 -1.0000 -658.150 -663.450 -1241.000 -1683.165 -1399.750 -1888.125 -1667.600 -963.100 -658.150 -663.450 -1241.000 -1683.165 -1399.750 -1888.125 -1667.600 -963.100 -658.150 -663.450 -2244.665 -2045.835 -2180.165 -1538.875 -1957.000 -1804.500 -1445.100 -1101.200 -1454.800 -1241.000 -1683.165 -636.750 -673.350 -651.350 -1399.750 -1888.125 -1667.600 -963.100 
48322 -0.3333 1.0000 -1.0000 1.0000 -0.6667 -0.6667 -690.450 -672.250 -1363.500 -1295.335 -1154.375 -1647.750 -1103.200 -1112.000 -690.450 -672.250 -1363.500 -1295.335 -1154.375 -1647.750 -1103.200 -1112.000 -690.450 -672.250 -1607.165 -2414.165 -1934.000 -1722.500 -1678.750 -1813.000 -1463.800 -1403.700 -1153.100 -1363.500 -1295.335 -975.800 -754.950 -639.550 -1154.375 -1647.750 -1103.200 -1112.000 
48323 -0.3333 1.0000 -1.0000 1.0000 -0.6667 -0.3333 -929.850 -576.400 -1331.335 -1200.000 -1272.875 -1444.375 -1396.200 -1039.100 -929.850 -576.400 -1331.335 -1200.000 -1272.875 -1444.375 -1396.200 -1039.100 -929.850 -576.400 -1454.335 -1867.165 -2022.665 -1409.375 -1706.625 -1701.625 -1503.400 -1766.400 -1769.900 -1331.335 -1200.000 -1182.700 -1022.250 -1235.600 -1272.875 -1444.375 -1396.200 -1039.100 
48324 -0.3333 1.0000 -1.0000 1.0000 -0.6667 0.0000 -849.800 -558.800 -1200.000 -1200.000 -1017.000 -1057.250 -1182.400 -809.500 -849.800 -558.800 -1200.000 -1200.000 -1017.000 -1057.250 -1182.400 -809.500 -849.800 -558.800 -1200.000 -1282.835 -1660.165 -1021.000 -1344.375 -1414.000 -1119.200 -1094.500 -1431.900 -1200.000 -1200.000 -998.000 -874.600 -1130.900 -1017.000 -1057.250 -1182.400 -809.500 
48325 -0.3333 1.0000 -1.0000 1.0000 -0.6667 0.3333 -648.950 -380.350 -1200.000 -1200.000 -900.000 -943.500 -1007.200 -757.600 -648.950 -380.350 -1200.000 -1200.000 -900.000 -943.500 -1007.200 -757.600 -648.950 -380.350 -1200.000 -1204.500 -1216.835 -968.625 -1027.375 -1265.875 -962.900 -793.800 -1263.800 -1200.000 -1200.000 -657.000 -724.600 -920.650 -900.000 -943.500 -1007.200 -757.600 
48326 -0.3333 1.0000 -1.0000 1.0000 -0.6667 0.6667 -433.750 -360.000 -1200.000 -1200.000 -900.000 -900.000 -722.200 -720.000 -433.750 -360.000 -1200.000 -1200.000 -900.000 -900.000 -722.200 -720.000 -433.750 -360.000 -1200.000 -1201.165 -1211.000 -900.000 -935.500 -919.500 -720.000 -721.600 -755.700 -1200.000 -1200.000 -361.000 -365.850 -514.850 -900.000 -900.000 -722.200 -720.000 
48327 -0.3333 1.0000 -1.0000 1.0000 -0.6667 1.0000 -367.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.300 -720.000 -367.800 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.300 -720.000 -367.800 -360.000 -1200.000 -1201.335 -1210.165 -900.000 -910.625 -909.750 -720.000 -721.200 -737.300 -1200.000 -1200.000 -361.000 -361.050 -376.400 -900.000 -900.000 -721.300 -720.000 
